Download Location,File Name,Version,Checksum,Maintainer
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/f/firewalld/firewalld_1.3.3-1~deb12u1_all.deb,firewalld_1.3.3-1~deb12u1_all.deb,1.3.3-1~deb12u1,07cea9b9be4e8613bcdf19b7b764c3227ce87018df721e211f6443a4ca6af9aa,Utopia Maintenance Team <pkg-utopia-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/non-free-firmware/f/firmware-nonfree/firmware-amd-graphics_20230210-5_all.deb,firmware-amd-graphics_20230210-5_all.deb,20230210-5,02ad4ee1facea4eef0902880783a6922a1fb790385d2bf67987623f7f2ae5a16,Debian Kernel Team <debian-kernel@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/non-free-firmware/f/firmware-nonfree/firmware-linux_20230210-5_all.deb,firmware-linux_20230210-5_all.deb,20230210-5,e7ee2944d5097f734b822ddbc593cd7f3c8bd8c4991282373e9a419fd81d3ed4,Debian Kernel Team <debian-kernel@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/f/firmware-free/firmware-linux-free_20200122-1_all.deb,firmware-linux-free_20200122-1_all.deb,20200122-1,5586b8870114b214d004a0107e317376b5a38556aa8cf411712491a1241cd1fc,Debian Kernel Team <debian-kernel@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/non-free-firmware/f/firmware-nonfree/firmware-misc-nonfree_20230210-5_all.deb,firmware-misc-nonfree_20230210-5_all.deb,20230210-5,bc837b3c19f046d48e4f2fb5530ab10b93a6e9e263d60ba06a345d13cee96422,Debian Kernel Team <debian-kernel@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/non-free-firmware/f/firmware-sof/firmware-sof-signed_2.2.4-1_all.deb,firmware-sof-signed_2.2.4-1_all.deb,2.2.4-1,bf389ef7eab34b496ed9640e8ceba0f826a9fc6d378fbd1b972a31fc05aa7b3d,Mark Pearson <mpearson-lenovo@squebb.ca>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/f/fonts-noto/fonts-noto-core_20201225-1_all.deb,fonts-noto-core_20201225-1_all.deb,20201225-1,58f4f0bb6720f919f92096b3508e1412a0f1544424ade6c5b5bf1eb694dd64ba,Debian Fonts Task Force <pkg-fonts-devel@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/f/fonts-wqy-zenhei/fonts-wqy-zenhei_0.9.45-8_all.deb,fonts-wqy-zenhei_0.9.45-8_all.deb,0.9.45-8,cfed2c29164ff2f133e40ed2046610b172b8618d174840936ac4ec9b6fd668e7,Debian Fonts Task Force <pkg-fonts-devel@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/git/git_2.39.5-0+deb12u3_amd64.deb,git_1%3a2.39.5-0+deb12u3_amd64.deb,1:2.39.5-0+deb12u3,637a85ddd6247fab13bdd0592f2f39aff04ce4dbf0655d3ab553ac359a38ce6f,Jonathan Nieder <jrnieder@gmail.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/gvfs/gvfs_1.50.3-1+deb12u1_amd64.deb,gvfs_1.50.3-1+deb12u1_amd64.deb,1.50.3-1+deb12u1,24308473879207402487844038de5ef6fa92edeb7aab56443235aec0f9378090,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/gzip/gzip_1.12-1_amd64.deb,gzip_1.12-1_amd64.deb,1.12-1,eabec1dde2834f72540d7b93fc5df2625f52611c06d93d61f5cdb12480e0e6a3,Milan Kupcevic <milan@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/h/hplip/hplip_3.22.10+dfsg0-2_amd64.deb,hplip_3.22.10+dfsg0-2_amd64.deb,3.22.10+dfsg0-2,588bb659120367666ea3f9c999e1ae06126185e6052a633bfb7d3e33ad1c9e7e,Debian Printing Team <debian-printing@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/i/ipp-usb/ipp-usb_0.9.23-1+b4_amd64.deb,ipp-usb_0.9.23-1+b4_amd64.deb,0.9.23-1+b4,7aebf608f27e88eefe43defeee06523e323124d181a55b84743437c5c080ec8d,Debian Printing Team <debian-printing@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/i/iptables/iptables_1.8.9-2_amd64.deb,iptables_1.8.9-2_amd64.deb,1.8.9-2,2928d3ca6ca8a3dc3f423f6752822b1f3614a5ba609ff7806bcba4449ffe90e1,Debian Netfilter Packaging Team <pkg-netfilter-team@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/j/jq/jq_1.6-2.1+deb12u2_amd64.deb,jq_1.6-2.1+deb12u2_amd64.deb,1.6-2.1+deb12u2,f2303584378ac85f6d3a9ae8e46412196061681e81610d3b020abe4b5d389eb0,ChangZhuo Chen (陳昌倬) <czchen@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/k/kde-cli-tools/kde-cli-tools_5.27.5.1-2_amd64.deb,kde-cli-tools_4%3a5.27.5.1-2_amd64.deb,4:5.27.5.1-2,defe7fb3728af93452a8222140f3677dd2b940c7c4781cff7a1a81456d0a3fbd,Debian Qt/KDE Maintainers <debian-qt-kde@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/a/at-spi2-core/libatspi2.0-0_2.46.0-5_amd64.deb,libatspi2.0-0_2.46.0-5_amd64.deb,2.46.0-5,1c0332f3b712a8e5ee56800bbcab83a8f92098874094f2b0bdfd6b7fd45e8b83,Debian Accessibility Team <pkg-a11y-devel@alioth-lists.debian.net>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/c/cairo/libcairo2-dev_1.16.0-7_amd64.deb,libcairo2-dev_1.16.0-7_amd64.deb,1.16.0-7,fd952dcfec073330c5c82c9ac63a4035ead4c78187cb67ad6fd818d4a2f8b145,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/giflib/libgif-dev_5.2.1-2.5_amd64.deb,libgif-dev_5.2.1-2.5_amd64.deb,5.2.1-2.5,5ca9ed5e0aa3e5cab87a5350fff59e148c5f3c590541f442fec6c46c5b4cae75,David Suárez <david.sephirot@gmail.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/glib2.0/libglib2.0-bin_2.74.6-2+deb12u9_amd64.deb,libglib2.0-bin_2.74.6-2+deb12u9_amd64.deb,2.74.6-2+deb12u9,453789271a177354bc05c5f9b7cbcf1872c52ac555d1c78b46eba28b0b215061,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/g/gtk+3.0/libgtk-3-0_3.24.38-2~deb12u3_amd64.deb,libgtk-3-0_3.24.38-2~deb12u3_amd64.deb,3.24.38-2~deb12u3,0ff7375c98b5a8d6aafc6096b21d9f7bae4ecb581d31fce5d37be18f55b489a2,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libj/libjpeg-turbo/libjpeg-dev_2.1.5-2_amd64.deb,libjpeg-dev_1%3a2.1.5-2_amd64.deb,1:2.1.5-2,cadbddf4dfda48a7198a0ee7f5d0e95283b4bf3cd41c2b1edf6375cc86e46ffe,Ondřej Surý <ondrej@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libn/libnotify/libnotify4_0.8.1-1_amd64.deb,libnotify4_0.8.1-1_amd64.deb,0.8.1-1,00faff691fcfc7df906fea00733493ef85197a0a478412dd355af269bc6e4b5e,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pango1.0/libpango1.0-dev_1.50.12+ds-1_amd64.deb,libpango1.0-dev_1.50.12+ds-1_amd64.deb,1.50.12+ds-1,1a98bd49eab1df25c54367750d3e487ad3e7fa0bf0c49587eb5d7210fb828006,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pcsc-lite/libpcsclite1_1.9.9-2_amd64.deb,libpcsclite1_1.9.9-2_amd64.deb,1.9.9-2,d1bb373fad074443b83e96ed31800d5a12964daf820c1daeb701867da089a728,Ludovic Rousseau <rousseau@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pcsc-lite/libpcsclite-dev_1.9.9-2_amd64.deb,libpcsclite-dev_1.9.9-2_amd64.deb,1.9.9-2,3d577d6cbc8308ecba4df3956faec4600aa47bfd5fe2c0db3b171d51c38906aa,Ludovic Rousseau <rousseau@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pixman/libpixman-1-dev_0.42.2-1_amd64.deb,libpixman-1-dev_0.42.2-1_amd64.deb,0.42.2-1,4430a914164274a5c81e979f786bb84895f680b8fe041dfcf4c6bfa521183122,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libp/libpng1.6/libpng-dev_1.6.39-2+deb12u5_amd64.deb,libpng-dev_1.6.39-2+deb12u5_amd64.deb,1.6.39-2+deb12u5,25649c413d02092ae7b1093a3c3ee54cbd2d4fdb0a0494787e434ccf0905903f,Maintainers of libpng1.6 packages <libpng1.6@packages.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sane-backends/libsane_1.2.1-2_amd64.deb,libsane_1.2.1-2_amd64.deb,1.2.1-2,cbd172b2ca6f1a7aced717cbc7f69a7dcef4aff090a3534486a4ab3c87774b4d,Jörg Frings-Fürst <debian@jff.email>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sane-backends/libsane1_1.2.1-2_amd64.deb,libsane1_1.2.1-2_amd64.deb,1.2.1-2,ff34912d10c8bb8e0777916aca7f5e2b68edfa21bf3d7d1df426303ce5371062,Jörg Frings-Fürst <debian@jff.email>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sane-backends/libsane-common_1.2.1-2_all.deb,libsane-common_1.2.1-2_all.deb,1.2.1-2,03d6cbec79646f5308b65489e02431d7e5f32079bbf31e2eac95f72973e4b9c9,Jörg Frings-Fürst <debian@jff.email>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/h/hplip/libsane-hpaio_3.22.10+dfsg0-2_amd64.deb,libsane-hpaio_3.22.10+dfsg0-2_amd64.deb,3.22.10+dfsg0-2,88d1d20b3f9669ed0db2eaab10c05e287ed5ddaa4450966d14cfe32ff27e87d1,Debian Printing Team <debian-printing@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/systemd/libudev-dev_252.39-1~deb12u2_amd64.deb,libudev-dev_252.39-1~deb12u2_amd64.deb,252.39-1~deb12u2,b8795a05b96799cb25ed3677eef8e8b1f1facdf07ad4527e06ef8f82ca164fbd,Debian systemd Maintainers <pkg-systemd-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libu/libusb-1.0/libusb-1.0-0-dev_1.0.26-1_amd64.deb,libusb-1.0-0-dev_2%3a1.0.26-1_amd64.deb,2:1.0.26-1,22a952f48cdb59f1d0c476874facc62418eda5b4c30c5a23a17c28781b426c1b,Aurelien Jarno <aurel32@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libx/libx11/libx11-dev_1.8.4-2+deb12u2_amd64.deb,libx11-dev_2%3a1.8.4-2+deb12u2_amd64.deb,2:1.8.4-2+deb12u2,8493220d4309af1907a1f2f6eeb204c8103dafcc368394fbc4a0858c28612ff9,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libx/libxss/libxss1_1.2.3-1_amd64.deb,libxss1_1%3a1.2.3-1_amd64.deb,1:1.2.3-1,85cce16368f08a878fa892fbc54520fc654d00769cde6d300b8b802734a993c0,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libx/libxtst/libxtst6_1.2.3-1.1_amd64.deb,libxtst6_2%3a1.2.3-1.1_amd64.deb,2:1.2.3-1.1,be67f1efe7cd3dbe9dc0d717e0a8c0959cc663950aa15a42636ab90b134f9cb5,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/l/lm-sensors/lm-sensors_3.6.0-7.1_amd64.deb,lm-sensors_1%3a3.6.0-7.1_amd64.deb,1:3.6.0-7.1,262d192fd4671d22c7864855daa80bb3eb7ad75c62dcec68f2ee4f505c27d4d0,Aurelien Jarno <aurel32@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/m/make-dfsg/make_4.3-4.1_amd64.deb,make_4.3-4.1_amd64.deb,4.3-4.1,a1a83af8cbd854af887b72ad196b1f4af58387815e21ced1000253a116a46e2a,Manoj Srivastava <srivasta@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/m/mingetty/mingetty_1.08-4_amd64.deb,mingetty_1.08-4_amd64.deb,1.08-4,33ff1453d7efdaa1be4b46ec90d5b89257245d9e68c6e42c449bc696e6bd2615,Debian QA Group <packages@qa.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/o/openbox/openbox_3.6.1-10_amd64.deb,openbox_3.6.1-10_amd64.deb,3.6.1-10,ce0f2b4e6743334a2df4b6a87172c86a3c56139bf9dfadd04e32635041eb56dd,Mateusz Łukasik <mati75@linuxmint.pl>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/d/dwarves/pahole_1.24-4.1_amd64.deb,pahole_1.24-4.1_amd64.deb,1.24-4.1,009c0e0a970d7b04ad6601316a2eff1bd9566c3b5b07d60380a8235fa03f18dd,Thomas Girard <thomas.g.girard@free.fr>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/parted/parted_3.5-3_amd64.deb,parted_3.5-3_amd64.deb,3.5-3,3c20f524826e163a81156a724369797f72742e3619d46c59017239529d3260a2,Parted Maintainer Team <parted-maintainers@alioth-lists.debian.net>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pcsc-lite/pcscd_1.9.9-2_amd64.deb,pcscd_1.9.9-2_amd64.deb,1.9.9-2,79f590a814a2ead4e6318db079adb765acbc9889ee94477fa0c43c22228dda70,Ludovic Rousseau <rousseau@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pcsc-tools/pcsc-tools_1.6.2-1_amd64.deb,pcsc-tools_1.6.2-1_amd64.deb,1.6.2-1,521b18e1247ade50447ea58b4af64845a589f943b204fe1d90d11bdaff32d3b5,Ludovic Rousseau <rousseau@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pulseaudio/pulseaudio_16.1+dfsg1-2+b1_amd64.deb,pulseaudio_16.1+dfsg1-2+b1_amd64.deb,16.1+dfsg1-2+b1,9937623ed1b9e8c663f0d1be510821e2d18306c5c05658a4c717847ce36f8aa2,Pulseaudio maintenance team <pkg-pulseaudio-devel@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/p/pulseaudio/pulseaudio-utils_16.1+dfsg1-2+b1_amd64.deb,pulseaudio-utils_16.1+dfsg1-2+b1_amd64.deb,16.1+dfsg1-2+b1,37a95bfadbb751bb0193ef131d7b47d7a82407cfd2ea443d549b707f62bf8051,Pulseaudio maintenance team <pkg-pulseaudio-devel@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian-security/20260710T202101Z/pool/main/r/rsync/rsync_3.2.7-1+deb12u5_amd64.deb,rsync_3.2.7-1+deb12u5_amd64.deb,3.2.7-1+deb12u5,7dbc5cb82b8d70c61747819a3ebe397bc4c5f274f266184e557860f1b7a6cafa,Paul Slootman <paul@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/r/rsyslog/rsyslog_8.2302.0-1+deb12u1_amd64.deb,rsyslog_8.2302.0-1+deb12u1_amd64.deb,8.2302.0-1+deb12u1,28432316dbf240962bb7c71871615a513f08443af7f745c604576d5b509d2535,Michael Biebl <biebl@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/r/ruby-defaults/ruby_3.1_amd64.deb,ruby_1%3a3.1_amd64.deb,1:3.1,4617d5eb715441bdc92e710d127f28654bbf05e888fbb492a14538d4189f3eef,Debian Ruby Team <pkg-ruby-extras-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/r/ruby-defaults/ruby-dev_3.1_amd64.deb,ruby-dev_1%3a3.1_amd64.deb,1:3.1,77ea363197f464151cc67a4bbe7ce772424f9329f0cef291dc581b8559d0dfe5,Debian Ruby Team <pkg-ruby-extras-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sane-airscan/sane-airscan_0.99.27-1+b1_amd64.deb,sane-airscan_0.99.27-1+b1_amd64.deb,0.99.27-1+b1,4bfae07988819330fcdaaad10ffa3631093f2d5ff77d74023d63bc5cb1ceb621,Debian Printing Team <debian-printing@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sane-backends/sane-utils_1.2.1-2_amd64.deb,sane-utils_1.2.1-2_amd64.deb,1.2.1-2,b092e3d65a4e2e87fca71e6d1fbbec92fe8bb2030ebaf15842bc95ed30d8ccce,Jörg Frings-Fürst <debian@jff.email>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/sbsigntool/sbsigntool_0.9.4-3.1_amd64.deb,sbsigntool_0.9.4-3.1_amd64.deb,0.9.4-3.1,2e0469ef7769888e25b0f2883f9b11056029db2ea9231fd9e1b53559bbfee803,Debian EFI Team <debian-efi@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/swig/swig_4.1.0-0.2_all.deb,swig_4.1.0-0.2_all.deb,4.1.0-0.2,d4ec1ce4e2ca5af08fdaf7fe1c17f21bc92c526577aa7edfb9f4a65107c9c513,Torsten Landschoff <torsten@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/s/systemd/systemd-boot-efi_252.39-1~deb12u2_amd64.deb,systemd-boot-efi_252.39-1~deb12u2_amd64.deb,252.39-1~deb12u2,8f2b81bdcfafc466882a0cae460272dbf10d8d97c6a3c1c6ea33038c155a2f5e,Debian systemd Maintainers <pkg-systemd-maintainers@lists.alioth.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tar/tar_1.34+dfsg-1.2+deb12u1_amd64.deb,tar_1.34+dfsg-1.2+deb12u1_amd64.deb,1.34+dfsg-1.2+deb12u1,24fb92e98c2969171f81a8b589263d705f6b1670f95d121cd74c810d4605acc3,Janos Lenart <ocsi@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/trash-cli/trash-cli_0.17.1.14-5_all.deb,trash-cli_0.17.1.14-5_all.deb,0.17.1.14-5,00044ed6a301ac085b227de2bd6eb48383e32c9b4554d4f2ec06f4f31756caa4,Stefano Karapetsas <stefano@karapetsas.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/u/unclutter/unclutter_8-25_amd64.deb,unclutter_8-25_amd64.deb,8-25,a897f837b77c026c60a246bb4c44bf3f0cc162d6b67b45c855069dfa64d80dda,Axel Beckert <abe@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/u/unzip/unzip_6.0-28_amd64.deb,unzip_6.0-28_amd64.deb,6.0-28,b3d9529c34382cc8d2e6cc8299a18536504edbc284b9133ffbe522704865068e,Santiago Vila <sanvila@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/u/usbguard/usbguard_1.1.2+ds-3+b1_amd64.deb,usbguard_1.1.2+ds-3+b1_amd64.deb,1.1.2+ds-3+b1,3eadd822b4ecdcba8f4d4a224be23ad647b47fd7d1b971c1839bc8f5ad54b6fe,Birger Schacht <birger@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/w/wget/wget_1.21.3-1+deb12u1_amd64.deb,wget_1.21.3-1+deb12u1_amd64.deb,1.21.3-1+deb12u1,b389052d1d8a8cacec4f0380d9ee54e8082bfbebe374299be95b5286c9380f80,Noël Köthe <noel@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xorg/x11-common_7.7+23_all.deb,x11-common_1%3a7.7+23_all.deb,1:7.7+23,fc97c2f4495eb33a77501c7960928c0d2001e5c4b2aa438f1713e2082c23bacd,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xdg-utils/xdg-utils_1.1.3-4.1_all.deb,xdg-utils_1.1.3-4.1_all.deb,1.1.3-4.1,0e31caa8c34643f7eedb4d373ee61943c09061275b5fa727524fc568d0a9e332,Debian freedesktop.org maintainers <pkg-freedesktop-maintainers@lists.alioth.debian.org>
